word,lang_code,meanings
跳ね返る,es,"[""rebote"", ""rebotar"", ""repercutir""]"
跳馬,ru,"[""прыгающая лошадь"", ""конь""]"
踊らされる,es,"[""hecho para bailar""]"
踊らされる,ru,"[""заставил танцевать"", ""созданный для танца""]"
踊り場,es,"[""aterrizaje"", ""desembarco"", ""rellano""]"
踏み入れる,es,"[""entrar"", ""paso hacia""]"
踏み台,es,"[""trampolín"", ""peldaño""]"
踏み絵,es,"[""Fumi-e"", ""fumi e""]"
踏み込み,es,"[""interviniendo"", ""entrando""]"
踏み込み,ru,"[""вмешавшись"", ""вступление""]"
踏破,es,"[""Descubrimiento"", ""Atravesar"", ""Abrirse paso""]"
踏襲,es,"[""seguir"", ""continuación"", ""vigilar""]"
躍り,es,"[""Baile"", ""De baile"", ""Movimiento en baile""]"
躍り,ru,"[""Танцы"", ""танец""]"
躍る,ru,"[""танцевать"", ""танец""]"
躍動,es,"[""Dinámica"", ""Dinámico""]"
躍如,es,"[""Vibrante"", ""vibratorio""]"
躍起,es,"[""Con gran entusiasmo"", ""con mucho entusiasmo""]"
躍進,es,"[""descubrimiento"", ""penetración"", ""ruptura""]"
身上,es,"[""personal"", ""individual"", ""privado""]"
身代わり,es,"[""sustituto"", ""sustituir"", ""suplente""]"
身代金要求,es,"[""demanda de rescate"", ""petición de rescate""]"
身代金要求,ru,"[""требование выкупа"", ""требования выкупа""]"
身体,es,"[""cuerpo"", ""salud""]"
身体障害者,es,"[""persona físicamente discapacitada"", ""persona discapacitada físicamente""]"
身分証明書,es,"[""tarjeta de identificación"", ""Tarjeta de identificacion""]"
身動き,es,"[""movimiento"", ""circulación"", ""paso""]"
身勝手,es,"[""egoísmo"", ""egoismo""]"
身売り,es,"[""venderse"", ""venderse a uno mismo""]"
身支度,es,"[""Preparándose"", ""preparándonos""]"
身構え,es,"[""postura"", ""situación"", ""tomar una postura""]"
身辺,es,"[""Entorno personal"", ""Ambiente personal""]"
身重,es,"[""Embarazo"", ""Preñez"", ""el embarazo""]"
身銭,es,"[""dinero personal"", ""dinero privado""]"
身障者,es,"[""persona discapacitada"", ""persona con discapacidad""]"
身障者,ru,"[""инвалид""]"
身震い,es,"[""temblando"", ""tembloroso""]"
車,es,"[""automóvil"", ""coche"", ""vehículo""]"
車,ru,"[""1) повозка"", ""экипаж"", ""[ручная] тележка"", ""[ломовая] телега"", ""воз"", ""фургон"", ""[авто]машина"", ""такси"", ""вагон"", ""2) ((уст.) 俥) коляска рикши, рикша"", ""3) колесо""]"
車中,es,"[""en el auto"", ""en el coche""]"
車代,es,"[""Tarifa del coche"", ""Tarifa de auto""]"
車体,es,"[""carrocería del coche"", ""cuerpo del auto""]"
車券,es,"[""billete de coche"", ""boleto de auto""]"
車台,es,"[""chasis"", ""bastidor""]"
車椅子,ru,"[""инвалидная коляска"", ""кресло-коляска""]"
車止め,es,"[""parada de auto"", ""parada de coche""]"
車種,es,"[""modelo de coche"", ""Modelo de auto""]"
車種,ru,"[""Модель автомобиля"", ""Модель машины""]"
車線,es,"[""carril"", ""calle"", ""camino""]"
車線,ru,"[""переулок"", ""полоса дороги"", ""полоса движения""]"
車間距離,es,"[""Distancia entre vehículos""]"
車間距離,ru,"[""Расстояние между автомобилями"", ""Межавтомобильное расстояние""]"
軌跡,es,"[""trayectoria"", ""trayecto""]"
軌跡,ru,"[""траектория""]"
軍兵,es,"[""soldado militar"", ""militar soldado""]"
軍勢,es,"[""ejército"", ""multitud"", ""ejercito""]"
軍国,es,"[""estado militar"", ""estados militares""]"
軍属,es,"[""civil militar"", ""militar civil""]"
軍手,es,"[""guantes de trabajo"", ""guantes de trabajar""]"
軍楽,es,"[""musica militar"", ""Música militar""]"
軍歌,es,"[""canción militar"", ""Cancion militar""]"
軍法会議,es,"[""consejo de guerra"", ""tribunal marcial""]"
軍港,es,"[""puerto militar"", ""puertos militares""]"
軍票,es,"[""billete militar"", ""ticket militar""]"
軍資金,es,"[""fondos militares"", ""dinero militar""]"
軍部,es,"[""militar"", ""ejército""]"
軍配,es,"[""comandante militar"", ""jefe militar""]"
軍需,es,"[""pertrechos"", ""municiones"", ""Munición""]"
軍需,ru,"[""боеприпасы"", ""снаряжение""]"
軍靴,es,"[""botas militares"", ""botas militar""]"
軍馬,es,"[""caballo de guerra"", ""caballo de batalla""]"
軒下,es,"[""bajo los aleros"", ""debajo de los aleros""]"
軒先,es,"[""alero"", ""aleros""]"
軟式,es,"[""Sofbol"", ""softbol"", ""softball""]"
軟式,ru,"[""Софтбол"", ""Саутбол""]"
軟投,es,"[""tono suave"", ""Lanzamiento suave""]"
軟投,ru,"[""Мягкая подача"", ""Мягкий звук""]"
軟派,es,"[""bondadoso"", ""compasivo"", ""de buen corazón""]"
軟着陸,es,"[""aterrizaje suave"", ""aterrizar suavemente""]"
軟禁,es,"[""arresto domiciliario"", ""arresto casa""]"
軟調,es,"[""tono suave"", ""tono dulce""]"
転がり込む,es,"[""rodar hacia"", ""enrollarse en""]"
転げ落ちる,es,"[""caer"", ""caerse"", ""derrumbarse""]"
転び寝,es,"[""acostado"", ""dormido"", ""tumbado""]"
転倒,es,"[""caer"", ""caerse"", ""derrumbarse""]"
転入,es,"[""Transferir"", ""Transferencia"", ""De transferencia""]"
転出,es,"[""Transferencia""]"
転化,es,"[""Conversión"", ""Transformación"", ""Cambio""]"
転向,es,"[""conversión"", ""transformación"", ""cambio""]"
転回,es,"[""Torneado"", ""Vuelta"", ""Recodo""]"
転戦,es,"[""cambio de batalla"", ""cambio de pelea""]"
転生,es,"[""reencarnación"", ""recarnación""]"
転生,ru,"[""реинкарнация"", ""перевоплощение""]"
転用,es,"[""desviación"", ""diversión"", ""distracción""]"
転移,es,"[""metástasis""]"
転貸,es,"[""subarriendo"", ""realquilar"", ""realquilarse""]"
転身,es,"[""Transformación"", ""Trastrueco"", ""transformacion""]"
転載,es,"[""Reimpresión"", ""Reimprimir"", ""Separata""]"
転送,es,"[""transferir"", ""transferencia"", ""de transferencia""]"
転進,es,"[""Adelanto"", ""Progreso"", ""Promoción""]"
軸受け,es,"[""cojinete"", ""soporte"", ""soportando""]"
軸足,es,"[""pie pivotante"", ""pie de pivote""]"
軸足,ru,"[""поворотная нога"", ""шарнирная нога""]"
軽,ru,"[""свет"", ""легкий"", ""зажигать""]"
軽はずみ,es,"[""imprudencia""]"
軽んじる,ru,"[""принижать"", ""умалять""]"
軽口,es,"[""charla ligera"", ""conversación ligera""]"
軽妙,es,"[""alegre"", ""desenfadado""]"
軽度,es,"[""Leve"", ""Suave"", ""Templado""]"
軽機関銃,es,"[""ametralladora ligera"", ""metralleta ligera""]"
軽率,ru,"[""неосторожность"", ""неблагоразумие""]"
軽症,es,"[""Síntomas leves"", ""sintomas leves""]"
軽石,es,"[""piedra pómez"", ""limpiar con piedra pómez"", ""pómez""]"
軽自動車,es,"[""vehículo ligero"", ""Vehículo liviano""]"
軽装,es,"[""ropa ligera"", ""ropa liviana""]"
軽重,es,"[""ligero y pesado"", ""liviano y pesado""]"
軽金属,es,"[""metal ligero"", ""metal liviano""]"
載る,ru,"[""Почта"", ""Почтовый"", ""Публиковать""]"
輝かす,es,"[""brillar"", ""brillo"", ""resplandecer""]"
輝度,es,"[""brillo"", ""luminosidad"", ""claridad""]"
輩,es,"[""compañero""]"
輩出,es,"[""producción"", ""fabricación"", ""producto""]"
輪ゴム,ru,"[""резинка"", ""резиновая лента""]"
輪廻,es,"[""reencarnación"", ""recarnación""]"
輪番,es,"[""rotación"", ""ruedo"", ""alternación""]"
輪転機,es,"[""prensa rotativa"", ""prensa giratoria""]"
輸出超過,es,"[""exceso de exportación"", ""excedente de exportación""]"
輸液,es,"[""Infusión"", ""infusion""]"
輸液,ru,"[""Настой""]"
輸銀,es,"[""banco exim""]"
輸銀,ru,"[""Эксимбанк"", ""Эксим Банк""]"
辛,es,"[""Picante"", ""Condimentado"", ""Picoso""]"
辛い,es,"[""picante"", ""salado"", ""duro (persona)""]"
辛い,ru,"[""1) острый (на вкус)"", ""горький"", ""крепкий (о табаке, уксусе и т. п.)"", ""((тж.) 鹹い) крепко солёный"", ""2) (перен.) горький (об опыте, переживаниях)"", ""3) строгий""]"
辛うじて,es,"[""apenas"", ""escasamente"", ""difícilmente""]"
辛勝,es,"[""Una victoria estrecha"", ""Una estrecha victoria""]"
辛抱強い,es,"[""paciente"", ""enfermo""]"
辛酸,es,"[""Acidez picante"", ""acidez especiada""]"
辞す,es,"[""renunciar"", ""dimitir"", ""resignarse""]"
辞す,ru,"[""подать в отставку"", ""уйти в отставку"", ""подавать в отставку""]"
辞令,es,"[""cita"", ""nombramiento"", ""designación""]"
辞意,es,"[""renuncia"", ""dimisión"", ""resignación""]"
辞表,es,"[""carta de renuncia""]"
農作業,es,"[""trabajo agrícola"", ""trabajo agrario""]"
農作業,ru,"[""сельскохозяйственные работы"", ""сельское хозяйство""]"
農作物,es,"[""productos agrícolas"", ""productos agropecuarios""]"
農具,es,"[""herramientas agrícolas""]"
農夫,es,"[""agricultor"", ""granjero"", ""labrador""]"
農学部,es,"[""Facultad de Agricultura""]"
農学部,ru,"[""Факультет сельского хозяйства"", ""Сельскохозяйственный факультет""]"
農工,es,"[""agricultura e ingenieria"", ""Agricultura e ingeniería""]"
農政,es,"[""Política agrícola"", ""Politica agraria""]"
農林水産省,es,"[""Ministerio de Agricultura, Silvicultura y Pesca"", ""Ministerio de Agricultura, Forestación y Pesca""]"
農林水産省,ru,"[""Министерство сельского, лесного и рыбного хозяйства"", ""Министерство сельского хозяйства, лесного хозяйства и рыболовства""]"
農業協同組合,ru,"[""сельскохозяйственный кооператив"", ""фермерский кооператив""]"
農業試験場,es,"[""estación experimental agrícola"", ""estacion experimental agricola""]"
農業試験場,ru,"[""сельскохозяйственная опытная станция"", ""сельскохозяйственный опыт""]"
農機具,es,"[""equipo agrícola"", ""equipamiento agrícola""]"
農法,es,"[""método de cultivo"", ""método de agricultura""]"
農産,ru,"[""Сельскохозяйственная продукция"", ""Сельхозпродукция""]"
農相,es,"[""Ministro de Agricultura""]"
農繁期,es,"[""temporada agrícola ocupada"", ""temporada agrícola intensa""]"
農芸,es,"[""Agricultura"", ""agrícola""]"
農道,es,"[""camino agrícola"", ""camino de granja""]"
農道,ru,"[""Фермерская дорога"", ""ферма дорога""]"
農閑期,es,"[""fuera de temporada agrícola"", ""temporada agrícola fuera""]"
辺,es,"[""área"", ""alrededores""]"
辺,ru,"[""район"", ""окрестности"", ""2): まずその辺だろう вроде этого, близко к этому""]"
辺り,es,"[""(en las) cercanías"", ""proximidad""]"
辺り,ru,"[""1) вблизи, вокруг"", ""около (о месте и времени)"", ""2) например"", ""вроде"", ""окружающая территория (местность), ближайшие окрестности, окрестные места"", ""подступы"", ""то, что окружает (данный предмет, человека), те, что вокруг, ближайшее окружение""]"
辺境,es,"[""frontera"", ""fronterizo""]"
辻堂,es,"[""Tsujido""]"
辻説法,es,"[""Sermón Tsuji"", ""Sermón de Tsuji""]"
迎え入れる,es,"[""bienvenido"", ""bienvenida"", ""acoger""]"
迎え入れる,ru,"[""добро пожаловать"", ""гостеприимство"", ""приветствовать""]"
迎え撃つ,es,"[""ataque"", ""atacar"", ""agresión""]"
迎撃,es,"[""interceptación"", ""atajo"", ""algo interceptivo""]"
迎賓館,es,"[""Casa de invitados"", ""casa de huéspedes""]"
近代詩,es,"[""poesía moderna"", ""Poesia moderna""]"
近代詩,ru,"[""современная поэзия"", ""новая поэзия""]"
近刊,es,"[""Publicación reciente"", ""publicacion reciente""]"
近年,es,"[""últimos años"", ""años recientes""]"
近来,es,"[""Recientemente"", ""Hace poco"", ""Recién""]"
近況,es,"[""Situación reciente"", ""situacion reciente""]"
近畿,es,"[""Kinky"", ""kiki""]"
近県,es,"[""Prefectura cercana"", ""Prefectura vecina""]"
近隣,es,"[""vecindario"", ""Barrio"", ""vecindad""]"
返り咲き,es,"[""regresar"", ""volver"", ""regreso""]"
返り点,es,"[""punto de retorno"", ""Punto de regreso""]"
返る,ru,"[""возвращаться"", ""возврат"", ""возвращение""]"
返品,es,"[""Devolver"", ""Regresar"", ""Vuelta""]"
返書,es,"[""Responder"", ""Respuesta"", ""Contestación""]"
返礼,es,"[""reciprocidad"", ""reciprocación"", ""correspondencia""]"
返納,es,"[""devolver"", ""regresar"", ""vuelta""]"
返送,es,"[""Devolver"", ""Regresar"", ""Vuelta""]"
迫撃,es,"[""ataque de mortero"", ""Ataque con mortero""]"
迫真,es,"[""Realismo"", ""realista""]"
述懐,es,"[""reminiscencia"", ""recuerdo""]"
述語,es,"[""predicado"", ""afirmar"", ""basar""]"
迷わす,es,"[""extraviar"", ""llevar por mal camino"", ""desviar""]"
迷惑行為,es,"[""tontería"", ""molestia"", ""fastidio""]"
迷惑行為,ru,"[""неприятность"", ""помеха""]"
追い上げる,es,"[""ponerse al día"", ""alcanzar"", ""recuperar""]"
追い上げる,ru,"[""настигнуть"", ""наверстать"", ""догонять""]"
追い払う,es,"[""ahuyentar"", ""alejar""]"
追い求める,ru,"[""преследовать"", ""проводить""]"
追い立て,es,"[""desalojo"", ""desahucio"", ""desalojamiento""]"
追い立てる,es,"[""ahuyentar"", ""marcharse"", ""llevarse""]"
追い落とす,es,"[""ahuyentar"", ""alejar""]"
追い落とす,ru,"[""прогонять"", ""гнать""]"
追い討ち,es,"[""buscar"", ""búsqueda"", ""persecución""]"
追い越し,es,"[""paso"", ""de paso"", ""muerte""]"
追い込み,es,"[""empujar"", ""presionar"", ""empuje""]"
追っかけ,es,"[""perseguir"", ""persecución"", ""caza""]"
追っ手,es,"[""perseguidor"", ""demandante"", ""persecutor""]"
追分,es,"[""Oiwaké"", ""oiwake""]"
追分,ru,"[""Ойваке"", ""Оивакэ""]"
追加料金,es,"[""cargos adicionales"", ""cargos extra""]"
追加料金,ru,"[""дополнительные сборы"", ""дополнительные платежи""]"
追善,es,"[""servicio conmemorativo"", ""funeral""]"
追尾,es,"[""Seguimiento"", ""Rastreo""]"
追徴,es,"[""colección adicional"", ""recogida adicional""]"
追想,es,"[""Reminiscencia"", ""Recuerdo""]"
追憶,es,"[""reminiscencia"", ""recuerdo""]"
追手,es,"[""perseguidor"", ""demandante"", ""persecutor""]"
追肥,es,"[""Fertilizante superficial"", ""Aderezo"", ""El mejor vestidor""]"
追試,es,"[""examen de recuperación"", ""examen de reposición""]"
追試,ru,"[""Экзамен по макияжу"", ""Макияж экзамен""]"
追認,es,"[""ratificación"", ""permiso"", ""ratificacion""]"
追随,es,"[""siguiente"", ""partidarios"", ""en popa""]"
退く,es,"[""recular"", ""hacerse a un lado"", ""retirarse""]"
退ける,es,"[""alejar"", ""repeler"", ""rechazar""]"
退任,es,"[""Jubilación"", ""Retiro"", ""Retirada""]"
退会,es,"[""Retiro"", ""Retirada"", ""Retracción""]"
退位,es,"[""abdicación"", ""renuncia"", ""dimisión""]"
退出,es,"[""Salida"", ""Salir de"", ""Mutis""]"
退化,es,"[""degeneración"", ""realización de nuevo"", ""realización de una vez más""]"
退去,es,"[""Partida"", ""Dejamiento"", ""Dejando""]"
退団,es,"[""Jubilación"", ""Retiro"", ""Retirada""]"
退団,ru,"[""Выход на пенсию"", ""Пенсионный""]"
退場,es,"[""Salida"", ""Salir de"", ""Mutis""]"
退官,es,"[""Jubilación"", ""Retiro"", ""Retirada""]"
退室,es,"[""saliendo de la habitación"", ""salir de la habitación""]"
退室,ru,"[""Выходя из комнаты"", ""Покидая комнату""]"
退席,es,"[""Dejar"", ""Salir"", ""Licencia""]"
退廃的,ru,"[""декадентский"", ""упадочный""]"
退役,es,"[""jubilado"", ""retirado"", ""pensionado""]"
退潮,es,"[""marea baja"", ""marea en retroceso""]"
退社,es,"[""Dejando la empresa"", ""saliendo de la empresa""]"
退路,es,"[""retiro"", ""retirarse"", ""refugio""]"
退陣,es,"[""Renuncia"", ""Dimisión"", ""Resignación""]"
送りつける,es,"[""enviar"", ""mandar"", ""transmitir""]"
送りつける,ru,"[""отправлять"", ""отправить""]"
送り先,es,"[""destino"", ""suerte"", ""objetivo""]"
送り出し,es,"[""enviar"", ""despedir"", ""expulsar""]"
送り出し,ru,"[""отсылать"", ""проводить""]"
送り出す,es,"[""mandar"", ""emitir"", ""echar""]"
送り届ける,es,"[""enviarlo"", ""envíelo""]"
送り手,ru,"[""отправитель"", ""отправлятель""]"
送り迎え,es,"[""Recoger y dejar"", ""Recogida y entrega""]"
送信機,es,"[""transmisor"", ""emisor"", ""emisora""]"
送受,es,"[""enviando y recibiendo"", ""envío y recepción""]"
送受,ru,"[""отправка и получение"", ""отправка и прием""]"
送料,es,"[""franqueo"", ""gastos de envío""]"
送検,es,"[""Enviado a los fiscales"", ""Enviado a fiscales""]"
送油管,es,"[""tubo de aceite"", ""tubería de petróleo""]"
送球,es,"[""lanzar pelota"", ""lanzando la pelota""]"
送稿,es,"[""Envío"", ""Sumisión"", ""Presentación""]"
送稿,ru,"[""Подчинение"", ""Представление"", ""Отправка""]"
送致,es,"[""envío"", ""enviando"", ""enviar""]"
送迎,es,"[""Transferir"", ""Transferencia"", ""De transferencia""]"
送還,es,"[""repatriación"", ""repatriacion""]"
逃げ,es,"[""escapar"", ""escape"", ""fuga""]"
逃げ切る,es,"[""escapar"", ""escape"", ""fuga""]"
逃げ切る,ru,"[""побег"", ""вырваться"", ""бежать""]"
逃げ回る,es,"[""huir"", ""escapar"", ""escaparse""]"
逃げ場,es,"[""lugar de escape"", ""lugar de fuga""]"
逃げ惑う,es,"[""huir"", ""escapar"", ""escaparse""]"
逃げ腰,es,"[""huyendo"", ""escapando""]"
逃れる,ru,"[""побег"", ""вырваться"", ""бежать""]"
逃避行,es,"[""escapar"", ""escape"", ""fuga""]"
逆,es,"[""opuesto"", ""inverso""]"
逆,ru,"[""противоположность, [нечто] противоположное"", ""{～の} противоположный, обратный"", ""{～に} наоборот, напротив"", ""в обратную сторону, назад"", ""вверх ногами""]"
逆しま,es,"[""Rayas inversas"", ""Rayas invertidas.""]"
逆なで,es,"[""Trazo inverso"", ""Carrera inversa""]"
逆探知,es,"[""detección inversa"", ""detección reversa""]"
逆探知,ru,"[""обратное обнаружение"", ""обратное детектирование""]"
逆流,es,"[""reflujo"", ""flujo de retorno""]"
逆算,es,"[""Contando hacia atrás"", ""contar hacia atrás""]"
逆行,es,"[""retrógrado"", ""retrogradar"", ""retrógrada""]"
逆転勝ち,es,"[""Victoria remontada"", ""Victoria viniendo de atrás""]"
逆転勝ち,ru,"[""Победа, пришедшая сзади"", ""Победа из-за спины""]"
逆輸入,es,"[""Reimportación"", ""reimportacion""]"
逆風,es,"[""Viento en contra"", ""Viento de proa"", ""Viento contrario""]"
逍遥,es,"[""Ir lejos"", ""Tener un brillante porvenir"", ""llegar lejos""]"
透かさず,es,"[""No transparente""]"
透かし,es,"[""filigrana"", ""marca de agua""]"
透徹,es,"[""Transparente"", ""Diáfano"", ""Claro""]"
透視,es,"[""perspectiva"", ""vista"", ""perspectivo""]"
透過,es,"[""transparente"", ""diáfano"", ""claro""]"
透過,ru,"[""прозрачный"", ""прозрачно""]"
逐一,es,"[""punto por punto"", ""punto a punto""]"
逐次,es,"[""secuencialmente"", ""consecutivamente""]"
逓信,es,"[""comunicación"", ""timbre de alarma"", ""comunicacion""]"
途,es,"[""camino"", ""calle"", ""método""]"
途上国,ru,"[""развивающиеся страны"", ""развивающие страны""]"
途方,es,"[""Con pérdida"", ""Perplejo"", ""Vendido por menor valor""]"
途端に,es,"[""tan pronto como""]"
途絶,es,"[""Discontinuación"", ""Suspensión""]"
通い,es,"[""Desplazamientos"", ""Desplazarse""]"
通し,es,"[""A través de"", ""Por"", ""Mediante""]"
通じ,es,"[""a través de"", ""por"", ""mediante""]"
通じ合う,es,"[""comunicarse entre sí"", ""comunicarse unos con otros""]"
通じ合う,ru,"[""общаться друг с другом"", ""общаться между собой""]"
通り,es,"[""avenida"", ""calle"", ""camino""]"
通りすがり,es,"[""paso"", ""de paso"", ""muerte""]"
通りすがり,ru,"[""прохождение"", ""проходя мимо""]"
通り抜ける,es,"[""pasar por"", ""pasar a través de""]"
通り相場,es,"[""precio del mercado callejero"", ""precio en el mercado callejero""]"
通り越す,es,"[""pasar"", ""pasar por"", ""pasar cerca""]"
通り道,es,"[""camino"", ""sendero"", ""trayectoria""]"
通例,es,"[""acostumbrado"", ""habitual""]"
通俗,es,"[""popular"", ""de moda"", ""estimado""]"
通信教育,es,"[""Educación por correspondencia""]"
通信教育,ru,"[""Заочное обучение"", ""заочное образование""]"
通信簿,es,"[""boleta de calificaciones"", ""boleta de notas""]"
通信衛星,es,"[""satélite de comunicación"", ""satélite de comunicaciones""]"
通史,es,"[""historia general"", ""antecedentes""]"
通告,es,"[""Aviso"", ""Observar"", ""Nota""]"
通商,es,"[""comercio"", ""comerciar"", ""comercial""]"
通商産業省,es,"[""Ministerio de Comercio Internacional e Industria"", ""Ministerio de Industria y Comercio Internacional""]"
通商産業省,ru,"[""Министерство международной торговли и промышленности"", ""Министерство международной торговли и индустрии""]"
通報,es,"[""Informe"", ""Informar"", ""Memoria""]"
通巻,es,"[""volumen completo"", ""todo el volumen""]"
通年,es,"[""Todo el año""]"
通念,es,"[""sabiduría convencional"", ""la sabiduría convencional""]"
通性,es,"[""facultativo"", ""facultado""]"
通気,es,"[""ventilación"", ""Ventilacion""]"
通産相,es,"[""Ministro de Comercio Internacional e Industria"", ""Ministro de Industria y Comercio Internacional""]"
通産相,ru,"[""Министр международной торговли и промышленности"", ""Министр международной торговли и индустрии""]"
通産省,es,"[""Ministerio de Comercio Internacional e Industria"", ""Ministerio de Industria y Comercio Internacional""]"
通用門,es,"[""puerta lateral""]"
通知表,es,"[""boleta de calificaciones"", ""boleta de notas""]"
通算,es,"[""total"", ""totalizar"", ""sumar""]"
通航,es,"[""paso"", ""pasaje"", ""aprobación""]"
通説,es,"[""opinión popular"", ""opinion popular""]"
通販,ru,"[""Заказ по почте"", ""Почтовый перевод""]"
通関,es,"[""despacho de aduana"", ""despacho aduanero""]"
通院,es,"[""Visita al hospital"", ""visita hospitalaria""]"
通院,ru,"[""Посещение больницы"", ""Визит в больницу""]"
速やか,ru,"[""быстро"", ""незамедлительно""]"
速報,es,"[""noticias de última hora"", ""noticias de ultima hora""]"
速攻,es,"[""prisa"", ""precipitación"", ""tener prisa""]"
速攻,ru,"[""спешка"", ""торопиться""]"
速球,es,"[""bola rápida"", ""pelota rápida""]"
速球,ru,"[""фастбол"", ""быстрый мяч""]"
速記,es,"[""taquigrafía"", ""taquigráfico"", ""tomado en taquigrafía""]"
速記録,es,"[""récord de velocidad"", ""registro de velocidad""]"
速読,es,"[""lectura rápida"", ""lectura veloz""]"
造り酒屋,es,"[""cervecería de sake"", ""cervecería sake""]"
造作,es,"[""Características"", ""Funciones""]"
造反,ru,"[""бунт"", ""восстание""]"
造園,es,"[""paisajismo"", ""jardinería""]"
造幣,es,"[""Acuñación"", ""Acuñar""]"
造形,es,"[""moldura"", ""formación"", ""amoldamiento""]"
造成,es,"[""creación"", ""hecho"", ""la creación""]"
造林,es,"[""Repoblación forestal"", ""Forestación"", ""forestacion""]"
造花,es,"[""flores artificiales"", ""flor artificial""]"
造詣,es,"[""conocimiento"", ""conocimientos"", ""saber""]"
造語,es,"[""palabra acuñada"", ""palabra creada""]"
連れ,es,"[""acompañante"", ""escolta"", ""compañía""]"
連れてくる,ru,"[""приносить"", ""принести""]"
連れて行く,ru,"[""Возьмите меня"", ""возьми меня"", ""забери меня""]"
連れ出す,es,"[""sacarlo"", ""Sácalo""]"
連れ去る,es,"[""llevar"", ""quitar"", ""para llevar""]"
連れ添う,es,"[""acompañar"", ""acompañar de"", ""acompaña""]"
連れ立つ,es,"[""ir juntos"", ""armonizar"", ""complementarse""]"
連れ込み宿,es,"[""Alojamiento"", ""Acomodación"", ""Comodidad""]"
連れ込む,es,"[""traer"", ""llevar"", ""hacer""]"
連作,es,"[""serie"", ""sucesión"", ""tanda""]"
連係,es,"[""cooperación"", ""unidad"", ""Cooperacion""]"
連係プレー,es,"[""juego de coordinación"", ""Juego de coordinacion""]"
連係プレー,ru,"[""Координационная игра"", ""Координативная игра""]"
連動,es,"[""entrelazado"", ""enclavamiento""]"
連勝,es,"[""racha ganadora"", ""racha de victorias""]"
連句,es,"[""copla"", ""versos pareados"", ""copla popular""]"
連合会,es,"[""federación"", ""unión"", ""Federacion""]"
連名,es,"[""nombre conjunto"", ""nombre colectivo""]"
連呼,es,"[""llamada continua"", ""llamada continúa""]"
連夜,es,"[""noches consecutivas"", ""noches seguidas""]"
連山,es,"[""cordillera"", ""cadena montañosa""]"
連峰,es,"[""cordillera"", ""cadena montañosa""]"
連帯保証,es,"[""garantía conjunta"", ""garantia solidaria""]"
連座,es,"[""combinación"", ""variante"", ""empalme""]"
連戦,es,"[""batallas consecutivas"", ""batallas seguidas""]"
連打,es,"[""golpes consecutivos"", ""hits consecutivos""]"
連投,es,"[""Lanzamiento continuo"", ""Pitcheo continuo""]"
連投,ru,"[""Непрерывная подача"", ""Постоянная подача""]"
連敗,es,"[""racha perdedora"", ""mala racha""]"
連歌,es,"[""Renga"", ""rengá""]"
連理,es,"[""conjunción"", ""conjuncion""]"
連破,es,"[""Fallos consecutivos"", ""Errores consecutivos""]"
連破,ru,"[""Последовательные неудачи"", ""Постоянные неудачи""]"
連結,es,"[""Concatenación"", ""Encadenamiento"", ""concatenacion""]"
連結器,es,"[""acoplador"", ""acoplamiento""]"
連絡先,es,"[""dirección de contacto""]"
連絡先,ru,"[""контактный адрес"", ""адрес контакта""]"
連行,es,"[""quitado"", ""llevado""]"
連覇,es,"[""Victorias consecutivas"", ""Victorias seguidas""]"
連覇,ru,"[""Последовательные победы"", ""Победы подряд""]"
連記,es,"[""Continuación"", ""continuacion""]"
連載,es,"[""Publicación por entregas"", ""Serialización"", ""serializacion""]"
連鎖,es,"[""cadena"", ""encadenar"", ""sierra""]"
連鎖反応,es,"[""reacción en cadena""]"
連関,es,"[""asociación"", ""relación"", ""sociedad""]"
週内,es,"[""dentro de la semana"", ""En la semana""]"
週内,ru,"[""В течение недели"", ""В пределах недели""]"
週明け,es,"[""Fin de semana""]"
週明け,ru,"[""Выходные"", ""выходной""]"
進み出る,es,"[""dar un paso"", ""paso adelante"", ""dar un paso adelante""]"
進取,es,"[""emprendedor"", ""empresarial""]"
進塁,es,"[""avanzar en la base"", ""avanzar sobre la base""]"
進塁,ru,"[""продвигаться по базе"", ""продвижение на базе""]"
進度,es,"[""progreso"", ""progresar"", ""progresos""]"
進捗,es,"[""progreso"", ""progresar"", ""progresos""]"
進撃,es,"[""ataque"", ""atacar"", ""agresión""]"
進歩的,es,"[""progresivo"", ""progresista"", ""avanzado""]"
進水,es,"[""lanzamiento"", ""lanzar"", ""iniciar""]"
進行状況,es,"[""progreso"", ""progresar"", ""progresos""]"
進行状況,ru,"[""прогресс"", ""продвижение""]"
進言,es,"[""consejo"", ""asesoramiento"", ""aviso""]"
進講,es,"[""Progreso de la conferencia"", ""Progreso de la clase""]"
進軍,es,"[""marzo"", ""marcha"", ""marchar""]"
進退,es,"[""avanzar y retroceder"", ""avance y retirada""]"
進退伺い,es,"[""renuncia informal"", ""dimisión informal""]"
進駐,es,"[""invasión"", ""incursión"", ""llegada""]"
進駐軍,es,"[""fuerzas de ocupación"", ""las fuerzas de ocupación""]"
逸機,ru,"[""упускаю шанс"", ""упустить шанс""]"
遅れを取る,es,"[""quedarse atrás"", ""atrasarse"", ""retrasarse""]"
遅れを取る,ru,"[""отставать"", ""отстает""]"
遅配,es,"[""pago atrasado"", ""retraso en el pago""]"
遊休,es,"[""inactivo"", ""ocioso"", ""libre""]"
遊学,es,"[""viajar a la escuela"", ""Viajando a la escuela""]"
